287805, 256460
609013, 533483
584013, 584013
730472, 730465
891952, 76543
1873, 7179
232623, 244716
528837, 547291
462533, 66369
230493, 230490
66481, 64382
491972, 491971
325643, 220419
427194, 427192
139153, 139151
317693, 317693
290923, 290920
436400, 436398
65150, 65147
646693, 522501
746142, 746146
367052, 367052
937798, 937797
849348, 849347
105980, 105979
875458, 875456
582943, 582935
473599, 473599
602543, 602606
526194, 526205
131022, 138595
95657, 95649
284155, 244191
430554, 430550
51187, 51198
501724, 497790
14845, 14837
620264, 620305
667962, 667961
543656, 543660
718924, 718920
617078, 617075
574907, 478837
413682, 412410
225949, 225943
496495, 496486
929752, 929753
324996, 292207
450865, 426959
609872, 609738
844105, 844105
90465, 90463
694245, 694243
810001, 809999
847563, 847349
619169, 468188
261158, 261156
27911, 27918
793228, 793224
27165, 624426
624123, 624125
489172, 494680
247994, 247992
897076, 897067
77964, 824811
396006, 395998
312506, 312505
179405, 192707
179985, 179984
751431, 483443
118500, 118497
227374, 227372
581689, 550885
77154, 84838
448057, 448051
919197, 611553
279722, 279721
803893, 803892
498327, 498376
839625, 674904
476498, 476499
907458, 907537
234832, 234831
273882, 208345
311610, 313633
925668, 925664
665097, 665096
781684, 781682
55636, 549649
872802, 872799
169145, 173191
521816, 521811
85010, 85010
207293, 207289
193531, 193524
339152, 339151
66362, 46533
293145, 293145
395892, 395887
428439, 428437
